Date, Time, Endpoint, Url
1/28/2022, 4:49:17 AM, weather, http://touristserver.sami200.repl.co/weather?long=-104.8893425&lat=39.6189278
1/28/2022, 4:49:17 AM, weather, http://touristserver.sami200.repl.co/weather?long=-104.8779284&lat=39.7729381
1/28/2022, 4:49:17 AM, weather, http://touristserver.sami200.repl.co/weather?long=-104.8893375&lat=39.6191637
1/28/2022, 4:49:28 AM, weather, http://touristserver.sami200.repl.co/weather?long=-104.8779284&lat=39.7729381
1/28/2022, 4:49:29 AM, weather, http://touristserver.sami200.repl.co/weather?long=-104.8779284&lat=39.7729381
1/28/2022, 4:49:30 AM, weather, http://touristserver.sami200.repl.co/weather?long=-105.054033929077&lat=39.7804526
1/28/2022, 4:49:47 AM, ipinfo, http://touristserver.sami200.repl.co/ipinfo?url=https%3a%2f%2fipinfo.io%2f73.153.177.88%2fjson
1/28/2022, 4:49:49 AM, ipinfo, http://touristserver.sami200.repl.co/ipinfo?url=https%3a%2f%2fipinfo.io%2f71.205.192.41%2fjson
1/28/2022, 4:49:51 AM, geoapify, http://touristserver.sami200.repl.co/geoapify?url=https%3a%2f%2fapi.geoapify.com%2fv2%2fplaces%2f%3fcategories%3daccommodation%26filter%3dcircle%3a-104.8769%2c39.5792%2c80450%26bias%3dproximity%3a-104.8769%2c39.5792%26limit%3d10&cpuserialid=BFEBFBFF000706E5
1/28/2022, 4:49:52 AM, geoapify, http://touristserver.sami200.repl.co/geoapify?url=https%3a%2f%2fapi.geoapify.com%2fv2%2fplaces%2f%3fcategories%3dtourism%26filter%3dcircle%3a-104.9847%2c39.7392%2c80450%26bias%3dproximity%3a-104.9847%2c39.7392%26limit%3d10&cpuserialid=BFEBFBFF000206D7
1/28/2022, 4:49:56 AM, weather, http://touristserver.sami200.repl.co/weather?long=-104.877856200651&lat=39.58727865
1/28/2022, 4:49:56 AM, weather, http://touristserver.sami200.repl.co/weather?long=-104.877723260858&lat=39.5860522
1/28/2022, 4:49:57 AM, weather, http://touristserver.sami200.repl.co/weather?long=-104.87486824723&lat=39.5846203
1/28/2022, 4:49:57 AM, weather, http://touristserver.sami200.repl.co/weather?long=-104.9846802&lat=39.7393037
1/28/2022, 4:49:58 AM, weather, http://touristserver.sami200.repl.co/weather?long=-104.873780472859&lat=39.5829626
1/28/2022, 4:50:10 AM, weather, http://touristserver.sami200.repl.co/weather?long=-104.877856200651&lat=39.58727865
1/28/2022, 4:50:11 AM, weather, http://touristserver.sami200.repl.co/weather?long=-104.87486824723&lat=39.5846203
1/28/2022, 4:50:23 AM, weather, http://touristserver.sami200.repl.co/weather?long=-104.8787729934&lat=39.5811895
1/28/2022, 4:50:23 AM, ipinfo, http://touristserver.sami200.repl.co/ipinfo?url=https%3a%2f%2fipinfo.io%2f71.205.192.41%2fjson
1/28/2022, 4:50:24 AM, weather, http://touristserver.sami200.repl.co/weather?long=-104.880418085675&lat=39.5737282
1/28/2022, 4:50:25 AM, weather, http://touristserver.sami200.repl.co/weather?long=-104.87486824723&lat=39.5846203
1/28/2022, 4:50:25 AM, weather, http://touristserver.sami200.repl.co/weather?long=-104.873780472859&lat=39.5829626
1/28/2022, 4:50:26 AM, weather, http://touristserver.sami200.repl.co/weather?long=-104.879495010822&lat=39.58848385
1/28/2022, 4:50:26 AM, weather, http://touristserver.sami200.repl.co/weather?long=-104.877723260858&lat=39.5860522
1/28/2022, 4:50:26 AM, weather, http://touristserver.sami200.repl.co/weather?long=-104.880006859316&lat=39.58947705
1/28/2022, 4:50:26 AM, weather, http://touristserver.sami200.repl.co/weather?long=-104.880006859316&lat=39.58947705
1/28/2022, 4:50:26 AM, weather, http://touristserver.sami200.repl.co/weather?long=-104.877856200651&lat=39.58727865
1/28/2022, 4:50:27 AM, weather, http://touristserver.sami200.repl.co/weather?long=-104.877723260858&lat=39.5860522
1/28/2022, 4:50:27 AM, weather, http://touristserver.sami200.repl.co/weather?long=-104.877723260858&lat=39.5860522
1/28/2022, 4:50:27 AM, geoapify, http://touristserver.sami200.repl.co/geoapify?url=https%3a%2f%2fapi.geoapify.com%2fv2%2fplaces%2f%3fcategories%3dtourism%26filter%3dcircle%3a-104.9847%2c39.7392%2c80450%26bias%3dproximity%3a-104.9847%2c39.7392%26limit%3d10&cpuserialid=BFEBFBFF000206D7
1/28/2022, 4:51:03 AM, weather, http://touristserver.sami200.repl.co/weather?long=-104.9846802&lat=39.7393037
1/28/2022, 4:51:05 AM, weather, http://touristserver.sami200.repl.co/weather?long=-104.9847872&lat=39.7392613
1/28/2022, 4:51:06 AM, weather, http://touristserver.sami200.repl.co/weather?long=-104.9848203&lat=39.7391667
1/28/2022, 4:51:07 AM, weather, http://touristserver.sami200.repl.co/weather?long=-104.9846807&lat=39.7391632
1/28/2022, 4:51:08 AM, weather, http://touristserver.sami200.repl.co/weather?long=-104.9847736&lat=39.7391808
1/28/2022, 4:51:21 AM, ipinfo, http://touristserver.sami200.repl.co/ipinfo?url=https%3a%2f%2fipinfo.io%2f71.205.192.41%2fjson
1/28/2022, 4:51:25 AM, geoapify, http://touristserver.sami200.repl.co/geoapify?url=https%3a%2f%2fapi.geoapify.com%2fv2%2fplaces%2f%3fcategories%3dentertainment%26filter%3dcircle%3a-104.9847%2c39.7392%2c1609%26bias%3dproximity%3a-104.9847%2c39.7392%26limit%3d10&cpuserialid=BFEBFBFF000206D7
1/28/2022, 4:51:36 AM, weather, http://touristserver.sami200.repl.co/weather?long=-104.9846712&lat=39.7366403
1/28/2022, 5:01:00 AM, geoapify, http://touristserver.sami200.repl.co/geoapify?url=https%3a%2f%2fapi.geoapify.com%2fv2%2fplaces%2f%3fcategories%3dcatering.fast_food%26filter%3dcircle%3a%2c%2c1609%26bias%3dproximity%3a%2c%26limit%3d10&cpuserialid=BFEBFBFF000206D7
1/28/2022, 5:02:08 AM, bingmaps, http://touristserver.sami200.repl.co/bingmaps?url=https%3a%2f%2fdev.virtualearth.net%2fREST%2fv1%2fLocations%3fq%3d12054+E+Lake+Cir%2c+Greenwood+Village%2c+CO+80111
1/28/2022, 5:02:12 AM, geoapify, http://touristserver.sami200.repl.co/geoapify?url=https%3a%2f%2fapi.geoapify.com%2fv2%2fplaces%2f%3fcategories%3dcommercial%26filter%3dcircle%3a-104.848667%2c39.60632%2c80450%26bias%3dproximity%3a-104.848667%2c39.60632%26limit%3d10&cpuserialid=BFEBFBFF000206D7
1/28/2022, 5:02:18 AM, weather, http://touristserver.sami200.repl.co/weather?long=-104.8606791&lat=39.593033
1/28/2022, 5:02:33 AM, weather, http://touristserver.sami200.repl.co/weather?long=-104.8569991&lat=39.5944511
1/28/2022, 5:02:33 AM, weather, http://touristserver.sami200.repl.co/weather?long=-104.860731&lat=39.5945673
1/28/2022, 5:10:21 AM, bingmaps, http://touristserver.sami200.repl.co/bingmaps?url=https%3a%2f%2fdev.virtualearth.net%2fREST%2fv1%2fLocations%3fq%3dWhite+house
1/28/2022, 5:10:25 AM, geoapify, http://touristserver.sami200.repl.co/geoapify?url=https%3a%2f%2fapi.geoapify.com%2fv2%2fplaces%2f%3fcategories%3dentertainment%26filter%3dcircle%3a-77.0365600585938%2c38.8962173461914%2c80450%26bias%3dproximity%3a-77.0365600585938%2c38.8962173461914%26limit%3d10&cpuserialid=BFEBFBFF000206D7
1/28/2022, 5:11:04 AM, weather, http://touristserver.sami200.repl.co/weather?long=-77.0405865237825&lat=38.8939369
1/28/2022, 5:11:13 AM, weather, http://touristserver.sami200.repl.co/weather?long=-77.0384055&lat=38.8973757
1/28/2022, 6:01:32 AM, recommendations, http://touristserver.sami200.repl.co/recommendations
1/28/2022, 6:03:12 AM, recommendations, http://touristserver.sami200.repl.co/recommendations
1/28/2022, 6:03:16 AM, parking, http://touristserver.sami200.repl.co/parking?long=11&lat=12
1/28/2022, 6:03:16 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=1234567890&long=10&lat=11
1/28/2022, 6:03:16 AM, geoapify, http://touristserver.sami200.repl.co/geoapify?https%3A%2F%2Fapi.geoapify.com%2Fv2%2Fplaces%2F%3Fcategories%3Dcatering.fast_food%26filter%3Dcircle%3A11%2C12%2C80450%26bias%3Dproximity%3A11%2C12%26limit%3D10&cpuserialid=123456
1/28/2022, 6:03:16 AM, weather, http://touristserver.sami200.repl.co/weather?long=11&lat=12
1/28/2022, 6:27:15 AM, ipinfo, http://touristserver.sami200.repl.co/ipinfo?url=https%3a%2f%2fipinfo.io%2f76.25.155.188%2fjson
1/28/2022, 6:27:17 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 6:28:15 AM, ipinfo, http://touristserver.sami200.repl.co/ipinfo?url=https%3a%2f%2fipinfo.io%2f76.25.155.188%2fjson
1/28/2022, 6:28:17 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 6:34:24 AM, ipinfo, http://touristserver.sami200.repl.co/ipinfo?url=https%3a%2f%2fipinfo.io%2f76.25.155.188%2fjson
1/28/2022, 6:34:26 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 6:34:59 AM, ipinfo, http://touristserver.sami200.repl.co/ipinfo?url=https%3a%2f%2fipinfo.io%2f76.25.155.188%2fjson
1/28/2022, 6:35:01 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 6:39:32 AM, geoapify, http://touristserver.sami200.repl.co/geoapify?https%3A%2F%2Fapi.geoapify.com%2Fv2%2Fplaces%2F%3Fcategories%3Dcatering.fast_food%26filter%3Dcircle%3A11%2C12%2C80450%26bias%3Dproximity%3A11%2C12%26limit%3D10&cpuserialid=123456
1/28/2022, 6:39:36 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=1234567890&long=10&lat=11
1/28/2022, 6:39:41 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=1234567890&long=10&lat=11
1/28/2022, 6:40:09 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=1234567890&long=10&lat=11
1/28/2022, 6:40:16 AM, ipinfo, http://touristserver.sami200.repl.co/ipinfo?url=https%3a%2f%2fipinfo.io%2f76.25.155.188%2fjson
1/28/2022, 6:40:17 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 6:40:20 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=1234567890&long=10&lat=11
1/28/2022, 6:40:36 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 6:40:44 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392}
1/28/2022, 6:40:48 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 6:40:52 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=1234567890&long=10&lat=11
1/28/2022, 6:41:44 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=1234567890&long=10&lat=11
1/28/2022, 6:42:40 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=1234567890&long=10&lat=11
1/28/2022, 6:43:02 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=1234567890&long=10&lat=11
1/28/2022, 6:45:39 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=1234567890&long=10&lat=11
1/28/2022, 6:53:14 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 6:53:15 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 6:54:43 AM, geoapify, http://touristserver.sami200.repl.co/geoapify?https%3A%2F%2Fapi.geoapify.com%2Fv2%2Fplaces%2F%3Fcategories%3Dcatering.fast_food%26filter%3Dcircle%3A11%2C12%2C80450%26bias%3Dproximity%3A11%2C12%26limit%3D10&cpuserialid=123456
1/28/2022, 6:54:45 AM, ipinfo, http://touristserver.sami200.repl.co/ipinfo?url=https%3a%2f%2fipinfo.io%2f76.25.155.188%2fjson
1/28/2022, 6:54:47 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 6:54:54 AM, geoapify, http://touristserver.sami200.repl.co/geoapify?https%3A%2F%2Fapi.geoapify.com%2Fv2%2Fplaces%2F%3Fcategories%3Dcatering.fast_food%26filter%3Dcircle%3A11%2C12%2C80450%26bias%3Dproximity%3A11%2C12%26limit%3D10&cpuserialid=TEST1234432SAMI
1/28/2022, 6:56:54 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 6:57:08 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 6:57:12 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 6:57:15 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 6:57:17 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 6:58:12 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 6:58:26 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 6:58:47 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:00:09 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:00:28 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:00:37 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:00:50 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:00:57 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:01:22 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:01:35 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:02:11 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:02:54 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:03:00 AM, ipinfo, http://touristserver.sami200.repl.co/ipinfo?url=https%3a%2f%2fipinfo.io%2f76.25.155.188%2fjson
1/28/2022, 7:03:02 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
1/28/2022, 7:03:43 AM, recommendations, http://touristserver.sami200.repl.co/recommendations?cpuserialid=BFEBFBFF000906EA&long=-104.9847&lat=39.7392
